IEEE International Conference on Social Computing,김영식,0,,,,,,,,,,
IEEE International Conference on Web Services,김영식,0,,,,,,,,,,
IEEE International Symposium on Robot and Human Interaction,32,32,,,,,,,,,,
IEEE Pacific Visualization,김희선,0,,,,,,,,,,
"IEEE SOLI (Service, Operation, Logistics and Information)",조용래,3,,,,,,,,,,
IEEE TMC(Technology Management Council),조용래,3,,,,,,,,,,
IEEE VIS,김민주,0,,,,,,,,,,
IEEE VIS,정영헌,0,,,,,,,,,,
IEEE VIS,박상훈,25,,,,,,,,,,
IEEE VR,Youngkyoon Jang,16,,,,,,,,,,
IEEE VS-Games,장예빛,0,,,,,,,,,,
IEEE-RAS International Conference on Humanoid Robots,Hyunchul Choi,29,,,,,,,,,,
INFORMS Marketing Science Conference,양준혁,3,,,,,,,,,,
INFORMS Marketing Science Conference,3,3,,,,,,,,,,
INFORMS Marketing Science Conference,"Ullah, Rahat / 김원준",3,,,,,,,,,,
INFORMS Marketing Science Conference,양준혁,3,,,,,,,,,,
INFORMS Marketing Science Conference,양준혁,3,,,,,,,,,,
Int. Conf. on Advances in Computer Entertainment Technology,황성재,0,,,,,,,,,,
Int. Conf. on Interaction Design and Children,김진영,0,,,,,,,,,,
Int. Conf. on Interactive Digital Storytelling,김윤지,0,,,,,,,,,,
International AAAI Conference on Weblogs and Social Media,권세정,4,,,,,,,,,,
International AAAI Conference on Weblogs and Social Media,김강학,0,,,,,,,,,,
International Bionic Engineering Conference,김선중,15,,,,,,,,,,
International Business Research Conference,한민우,3,,,,,,,,,,
International Business Research Conference,한민우,0,,,,,,,,,,
international CIPA Symposium,Tse-Wei Hsu,15,,,,,,,,,,
International Computer Music Conference,김승훈,17,,,,,,,,,,
International Conference Information Visualisation (IEEE),오제호,13,,,,,,,,,,
International Conference of Cognitive Science,김서현,5,,,,,,,,,,
International Conference of Cultural Economics,김선혁,0,,,,,,,,,,
International Conference of Students of Systematic Musicology (SysMus),정다샘,17,,,,,,,,,,
International Conference of the ACEI (Cultural Economics),양준혁,3,,,,,,,,,,
International Conference of the Association for Computer-Aided Architectural Design Research in Asia,현경훈,15,,,,,,,,,,
International Conference on Art and Technology,이준,0,,,,,,,,,,
International Conference on Arts and Cultural Management,박현식,3,,,,,,,,,,
International Conference on Arts and Technology,방소정,13,,,,,,,,,,
"International Conference on Business, Economics, Social Science & Humanities (BESSH)",이예원,18,,,,,,,,,,
"International Conference on Business, Economics, Social Science & Humanities (BESSH)",강슬기,18,,,,,,,,,,
International Conference on CAAD Futures,김익환,15,,,,,,,,,,
International Conference on Computational Social Science,박건우,4,,,,,,,,,,
International Conference on Convergence Technology,6,6,,,,,,,,,,
International Conference on Culture and Computing (IEEE),오제호,13,,,,,,,,,,
International Conference on Cyberworlds,김윤지,0,,,,,,,,,,
International Conference on Design Computing and Cognition (DCC),김선중,15,,,,,,,,,,
International Conference on Design Creativity (ICDC),안성은,15,,,,,,,,,,
International Conference on Design Creativity (ICDC),Xiaofang Yuan,15,,,,,,,,,,
International Conference on Information Technology,류성한,13,,,,,,,,,,
International Conference on Innovative Design and Manufacturing (ICIDM),김선중,15,,,,,,,,,,
International Conference on Interaction Design and Children,황성재,0,,,,,,,,,,
International conference on interdisciplinary social sciences,김근형,0,,,,,,,,,,
International Conference on International Communication,장예빛,0,,,,,,,,,,
International Conference on Kansei Engineering and Emotion Research,Tse-Wei Hsu,15,,,,,,,,,,
International Conference on Music Perception and Cognition (ICMPC),이은영,0,,,,,,,,,,
International Conference on Music Perception and Cognition (ICMPC),김준옥,0,,,,,,,,,,
International Conference on Music Perception and Cognition (ICMPC),"천경수,곽진아,남주한",17,,,,,,,,,,
International Conference on Music Perception and Cognition (ICMPC),"박새별,김정훈,남주한",17,,,,,,,,,,
International Conference on Public Communication of Science,윤아연,0,,,,,,,,,,
International Conference on Social Informatics (SocInfo),권세정,4,#NAME?,,,,,,,,,
International Conference on Social Informatics (SocInfo),김희철,4,,,,,,,,,,
International Conference on Social Software (BlogTalk),김강학,0,,,,,,,,,,
International Conference on Technologies for Music Notation and Representation,정다샘,17,,,,,,,,,,
International Conference on the Arts in Society,하시내,13,,,,,,,,,,
International Conference on the Arts in Society,강보라,13,,,,,,,,,,
International Conference on the Arts in Society,신정범,13,,,,,,,,,,
International Conference on the Arts in Society,임희준,13,,,,,,,,,,
International Conference on the Inclusive Museum,박주희,0,,,,,,,,,,
International Conference on the Inclusive Museum,채건호,0,,,,,,,,,,
International Conference on Ubiquitous Information Technologies,0,0,,,,,,,,,,
International Conference on Ubiquitous Robots and Ambient Intelligence (URAI),Jeongmin Yu,16,,,,,,,,,,
International Conference on Virtual Systems & Multimedia(VSMM),이종욱,0,,,,,,,,,,
"International conference, OCSC 2013, Held as Part of HCI Int",이세연,13,,,,,,,,,,
International Conferences on World Wide Web,박건우,4,,,,,,,,,,
International Congress of Psychology,김성용,5,,,,,,,,,,
International Congress on Sound and Vibration,0,0,,,,,,,,,,
International Congress on Sound and Vibration,박진영,0,,,,,,,,,,
International Congress on Sound and Vibration,장지호,0,,,,,,,,,,
